spectrum_lambda,seed,method,noise_bin,sigma,n,score_error,unweighted_score_error,reference_error,relative_to_gaussian,dsm_pixel_mean,frequency_band_0,frequency_band_1,frequency_band_2,frequency_band_3
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,12,1.875,1024,0.04953715375881554,0.014090568180285309,0.05343565402748417,0.9270430887462616,0.1661863369504051,0.13042032646340626,0.08176671507647776,0.03075951193819336,0.0182428179027717
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,13,2.0,1024,0.04072672615311994,0.010181681538279985,0.04298544785916096,0.9474538054496587,0.15474545399750037,0.10986816058606493,0.06714133475222053,0.024795179604289726,0.015541356476441396
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,14,2.125,1024,0.03428853791931381,0.007593309435418976,0.03455925081612765,0.9921667023902178,0.1429754759941238,0.09594411327584722,0.05541325219234366,0.020807921304268555,0.01340716678157982
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,15,2.25,1024,0.0280784929701746,0.005546368981762884,0.027392517260649743,1.0250424487460408,0.13393088023512656,0.08018145950430555,0.04303620858017894,0.017622343081910838,0.012041916722423922
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,16,2.375,1024,0.023500247157212308,0.004166248803494703,0.022049406552376714,1.065799530766927,0.12331090907306222,0.06860517726666623,0.035424253816155146,0.014594034164194133,0.010889412120797042
1.0,43,scalar_gate_s1p5_p4_plateau_lo0p8_hi1,17,2.5,1024,0.018411636084990704,0.0029458617735985126,0.01654586800333205,1.112763384869438,0.1139093906173851,0.05327248608149397,0.027353665389400206,0.01160607414161834,0.008857456887389826
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,0,0.5,1024,0.0701879437473713,0.2807517749894852,0.25451124087094984,0.2757754176482923,0.45156664599925217,0.06874348572118448,0.09244917291641797,0.06486917527329315,0.05150802725235417
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,1,0.625,1024,0.0916928108226717,0.23473359570603955,0.245662157011717,0.37324760125060025,0.39423595489713203,0.1111407484852831,0.1283663550450947,0.07893102316750579,0.06390218686753997
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,2,0.75,1024,0.11152837243524168,0.19827266210709632,0.2272133861828322,0.4908530008240709,0.35545208879719903,0.1486180120794111,0.1574759441585135,0.09318993347105778,0.07851699232291469
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,3,0.800000011920929,1024,0.11891552663187821,0.1858055048248741,0.22092399094548656,0.5382644325903965,0.3479624329341406,0.17203926574433334,0.17779394354317185,0.09536399408496762,0.07370205334876569
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,4,0.875,1024,0.11607209970549313,0.15160437512554206,0.20802849885256244,0.5579624923783052,0.31722862540083085,0.18681202191570317,0.18494811271364175,0.09036261033344152,0.05145063520197394
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,5,1.0,1024,0.15991723115200734,0.15991723115200734,0.18866346927700323,0.8476321980341117,0.3327524381276446,0.23240723431161564,0.24290483476875346,0.13430401364660277,0.0688725335428715
1.0,43,fourier_gate_s1p5_p4_plateau_lo0p8_hi1,6,1.125,1024,0.14597485234209753,0.11533815493696595,0.16656224675733286,0.8763981945726907,0.2988291217849095,0.24174097278850878,0.23375117422635835,0.11473022087731277,0.05475993205570356
