sigma,linear_log_sigma,bounded_log_sigmoid
0.23249844608634546,0.24806362608249305,0.023663726282012038
0.23356427913957184,0.24940838282562278,0.024029776062559776
0.2346349982473782,0.25075313956875245,0.024400250517234965
0.23571062580870347,0.2520978963118822,0.024775195582133088
0.23679118432516896,0.2534426530550119,0.02515465767778588
0.23787669640154924,0.2547874097981416,0.025538683714072984
0.23896718474624515,0.2561321665412713,0.0259273210951709
0.24006267217175858,0.25747692328440114,0.02632061772453813
0.24116318159516983,0.2588216800275307,0.02671862200993747
0.24226873603861723,0.26016643677066054,0.027121382868494325
0.24337935862977828,0.2615111935137902,0.02752894973179062
0.24449507260235384,0.2628559502569199,0.02794137255099529
0.24561590129655428,0.2642007070000497,0.02835870180202938
0.2467418681595871,0.2655454637431794,0.02878098849076625
0.2478729967461482,0.26689022048630906,0.029208284158266908
0.24900931071891438,0.26823497722943884,0.029640640886049122
0.2501508338490378,0.26957973397256846,0.030078111301390185
0.25129759001664437,0.27092449071569824,0.03052074858266366
0.25244960321133214,0.2722692474588281,0.030968606464708098
0.25360689753267385,0.27361400420195764,0.031421739244228614
0.25476949719072123,0.2749587609450874,0.03188020178523017
0.2559374265065107,0.2763035176882172,0.032344049524481576
0.25711070991257273,0.2776482744313468,0.03281333847701023
0.2582893719534431,0.27899303117447655,0.03328812524162699
0.25947343728617583,0.28033778791760633,0.033768467006479355
0.26066293068085916,0.28168254466073595,0.03425442155463367
0.2618578770211342,0.28302730140386567,0.03474604726968486
0.2630583013047149,0.28437205814699545,0.035243403141392446
0.264264228643911,0.2857168148901251,0.0357465487713427
0.265475684266154,0.28706157163325485,0.036255544378636026
0.26669269351452407,0.2884063283763845,0.03677045080559771
0.26791528184828084,0.28975108511951425,0.037291329523512155
0.2691434748433958,0.291095841862644,0.03781824263837873
0.2703772981930872,0.2924405986057737,0.03835125289668846
0.2716167777083576,0.2937853553489035,0.038890423691220484
0.2728619393185341,0.29513011209203316,0.03943581906685679
0.2741128090718104,0.2964748688351629,0.03998750372641413
0.27536941313579183,0.2978196255782926,0.04054554303649173
0.27663177779804277,0.2991643823214223,0.04111000303333331
0.2778999294666369,0.300509139064552,0.04168095042870252
0.2791738946707089,0.30185389580768174,0.042258452615769146
0.28045370006101017,0.3031986525508114,0.042842577675005836
0.281739372410466,0.30454340929394114,0.04343339438009265
0.28303093861473566,0.30588816603707086,0.04403097220382838
0.28432842569277506,0.3072329227802006,0.044635381324046465
0.285631860787402,0.30857767952333026,0.045246692629533874
0.2869412711658641,0.30992243626646004,0.04586497772595109
0.28825668422040895,0.3112671930095897,0.046490308941750616
0.2895781274688573,0.3126119497527194,0.047122759334092996
0.29090562855517893,0.3139567064958491,0.047762402694757074
